14103110;Vanderghen;5
14175423;Av. Oscar Raul Benavides;14
14341802;Rio Branco;9
14341810;Sao Paulo;11
14341811;Santa Fe;11
14342251;Prol.Arenales;4
14342260;De Los Incas;8
14342367;Luis Felipe Villaran;6
14342431;Chiclayo;11
14342450;José Pardo;11
14342452;Av. Comandante Espinar;13
14342470;Alfredo Leon;2
14342476;Gonzales Prada;3
14343851;Mallecon de la Reserva;5
14343873;Alcanfores;15
14386583;Calle San Ignacio de Loyola;4
14386631;Acacias;1
14386675;Acacias;4
14386726;San Egnacio de Loyola;3
14386816;Meliton Porras;6
14386828;Avenida Armendariz;9
14387120;Circuito de Playas;6
16628936;Teodoro Cárdenas;9
16629110;Domigo Cueto;3
16629194;Jr. Belizario Flores;1
16629237;Manuel Candamo;12
17482584;Jose Carlos Mariategui;12
17503330;Jose Carlos Mariategui;18
17503331;Jose Carlos Mariategui;6
17503365;Burgos;2
17576094;Andres Avelino Caceres;32
17580114;Calle 8;8
17622428;Javier Prado Este;9
17624222;Av. Cajamarquilla;22
19070118;Quebrada de Armendariz;4
19070256;Italia;4
19070275;Tripoli;4
19070302;Plaza Bolognesi;12
19070308;Jr Bolognesi;5
19070316;Francia;7
19070397;Miguel Grau;8
19070430;Victor Vajardo;2
19070444;Federico Recavarren;9
19070449;Madrid;2
19070497;Madrid;3
19070525;Martin Napanga;3
19071125;Jose Galvez;15
19071179;De la aviacion;11
19071223;Ramon Zavala;4
19071516;José Pardo;3
19072144;Jr. Salaverry;9
19072150;Jirón Saenz Peña;6
19072193;Ovalo Independencia;7
23804596;C. Grimaldo de Solar;11
23804800;Paseo Parodi;2
23804809;Jr. Ocoña;5
23804813;Coronel Inclan;10
23804816;Independencia;10
23843769;Ramon Rebeyro;14
23843770;J. Felix Olcay;3
23843771;Vargas Machuca;8
23843773;Atahualpa;7
23979521;2 de Mayo;14
24252020;Tarapaca;5
24252035;Herrera;2
24252044;Bellido;3
24252048;Los Angeles;4
24252049;Garcia Calderon;4
24252056;General Borgoño;4
24252064;Teruel;4
24252072;Andalucia;5
24252074;ASUNCION;1
24252077;Santander;4
24252082;Santa Maria;3
24252085;Santa Maria;1
24252086;Herrera;2
24252088;Daniel Alcides Carrion;2
24252092;Enrique Meiggs;2
24252095;Angamos Este;3
24252105;Arica;14
24252106;Carrion;1
24252111;Larco Herrera;1
24252115;E. de Harbich;2
24252120;Lino Alarco;2
24252166;Francisco Pardo y Aliaga;5
24252169;General Iglesias;8
24252172;Almirante Lord Cochrane;6
24252176;Francisco Pardo y Aliaga;7
24252183;De la Torre Gonzales;4
24252187;ALBERTO ARCA PARRO;3
24252211;San Alejandro;1
24252252;Esquilache;3
24252255;Gervasio Santillana;4
24252258;Chumblongo;3
24252259;Tello;3
24252261;Jose Payan;1
24252268;Coronel Inclan;1
24252274;Domingo Orue;4
24252276;Domingo Orue;1
24252279;Domingo Orue;1
24252291;General Suarez;16
24252299;Domingo Orue;7
24252307;Av. Aramburú;10
24252309;Av. Aramburú;1
24252315;Av. Aramburú;6
24252316;Av. Aramburú;1
24252353;Recavarren;8
24252372;Ca. Schell;8
24252389;Paseo de la Republica;1
24252390;Av Ricardo Palma;1
24252391;Av Ricardo Palma;1
24252394;Av Ricardo Palma;1
24252395;Av Ricardo Palma;4
24252422;Salaverry;15
24252441;Junin;14
24252442;Lizardo Montero;11
24252452;Santa Rosa;13
24252454;Dante;14
24252457;Junin;1
24252467;Velarde;13
24252470;Portocarrero;4
24252472;Morococha;2
24252478;Recavarren;6
24252513;San Lorenzo;1
24252517;Carmen;13
24252520;San Augustin;11
24252524;Gonzales Prada;11
24252525;Leoncio Prado;5
24252526;Leoncio Prado;5
24252529;San Diego;7
24252544;Leoncio Prado;4
24252546;Inca;3
24252562;Inca;10
24252565;San Miguel;14
24252583;Gonzales Prada;1
24252584;Gonzales Prada;1
24252586;Paseo de la República;21
24252591;Caceres;6
24252608;Angamos Este;1
24252610;Angamos Este;12
24252615;Angamos Este;1
24252674;Vidal;3
24252758;Cipriano Aguero;1
24252759;Piura;1
24252761;Piura;9
24252765;General Borgoño;1
24252777;Jr. Huallaga;16
24252780;Jr. Ica;3
24252786;Antonio Miró Quesada;7
24252788;Jr. Azagaro;14
24252800;Carabaya;1
24252801;Jr. Camaná;10
24252802;Jr. Cailloma;8
24252803;Jr. Rufino Torrico;10
24252809;Teniente Enrique Palacios;5
24252810;Torre Tagle;1
24252811;Piura;7
24252812;Rosario;4
24252814;Rosario;3
24252815;Chacltana;3
24252816;Torre Tagle;6
24252817;José Pardo;11
24252819;Berlin;5
24252821;Bellavista;5
24252822;Libertad;2
24252823;Camino;2
24252824;Henry Revett;3
24252825;Libertad;2
24252826;Roma;3
24252827;Roma;3
24252829;Comandante Juan G Moore;2
24252832;Cmdte. Juan G Moore;2
24252833;Manual A. Segura;2
24252834;Calero;1
24252835;Tupac Amaru;3
24252838;Almirante Carbajal;3
24252839;Gonzales Vigil;1
24252846;José Pardo;3
24252847;Figuaredo;3
24252848;Figuaredo;1
24266516;Mendiburu;12
24266526;General Córdova;13
24266528;Bernardo Alcedo;5
24266531;Torre Ugarte;6
24266535;Manuel Tovar;6
24266542;Joaquin Capelo;7
24266556;Toribio Pacheco;6
24266567;8 de Octubre;4
24266583;José Toríbio Polo;6
24266584;Contralmirante Villar;4
24266587;Ejercito;6
24266589;Federico Villareal;1
24266590;Federico Villareal;1
24266592;Federico Villareal;3
24266594;Espejo;4
24266595;Mariano Melgar;5
24266596;Belén;4
24266597;José Domingo Choquehuanca;5
24266598;Jorge Polar;4
24266599;Av. Perez Araníbar (ex Av. Del Ejército);32
24266605;Triana;2
24266606;Almirante Lord Nelson;2
24266621;Almirante Lord Nelson;2
24266625;Parque Mora;1
24266632;General José Quiñones;3
24266644;Angamos Oeste;8
24266674;Blas Cerdeña;7
24266686;Contralmirante Villar;1
24266688;Contralmirante Villar;1
24266695;Contralmirante Villar;2
24266700;7 de Junio;2
24266701;Berlin;1
24266702;José Pardo;2
24266709;Retiro;2
24266734;Miguel Dasso;2
24266736;Ulloa;3
24266743;Alvarez Calderon;11
24266749;Yerovi;3
24266751;Francisco Eguiguren;4
24266754;David Samanez;2
24266758;General Clemente;2
24266759;Manuel Gonzales Olaechea;1
24266771;Graña;3
24266773;Jacinto Lara;4
24266775;Alferez Alfredo Salazar;2
24266776;Santa Teresita;3
24266778;Santa Margarita;3
24266786;Belén;5
24266790;Perez Aranibar;44
24266810;Av. Del Ejercito;4
24266815;Romanet;4
24266855;Avenida Coronel Portillo;9
24266861;Pezet;13
24266868;Octavio Espinoza;1
24266871;Octavio Espinoza;3
24266874;Octavio Espinoza;3
24266876;OCTAVIO ESPINOZA;2
24266884;Francisco Valle Riesta;5
24266888;General La La Fuente;3
24266891;Manuel Marcos Salazar;4
24266898;Juan Dellepiani;10
24266916;Baltazar La Torre;4
24266954;Punta Negra;10
24266957;Godofredo Garcia;1
24266962;Cabo Blanco;5
24266974;Calle A;3
24266985;Aurelio Miro Quesada;6
24266986;Alberto del Campo;6
24267007;Alberto del Campo;6
24267010;Los Manzanos;8
24267013;Francisco Valle Riesta;6
24267015;Baltazar La Torre;4
24267018;Augusto Bolognesi;6
24267031;Avenida Salaverry;39
24267032;Avenida Salaverry;50
24267057;Las Moreras;4
24267058;Jose Granda;3
24267060;Juan Norberto Elespuru;5
24267068;Los Castaños;1
24267077;Los Eucaliptos;6
24267080;Los Eucaliptos;2
24267086;Avenidad Jorge Basadre;13
24267091;Camino Real;8
24267094;Nicolas de Rivera;7
24267116;Los Laureles;5
24267118;Los Nogales;7
24267123;Los Cedros;8
24267124;Los Robles;4
24267127;El Rosario;5
24267129;El Rosario;5
24267133;Los Alamos;3
24267137;Salamanca;2
24267146;Francisco de Zela;2
24267148;Santo Toribio;4
24267170;Santo Toribio;5
24281794;Merino;2
24281795;Garcia Y Garcia;4
24281798;El Bosque;6
24281799;Daniel Hernandez;4
24281800;Tradiciones;2
24281812;Manchay Puito;3
24281818;Luis Felipe Villaran;5
24281825;Luis Felipe Villaran;3
24281830;Rio de la Plata;6
24281836;Republica de Colombia;4
24281843;Republica de Colombia;3
24281844;Federico Villareal;8
24281850;Las Camelias;8
24281857;Sebastian Telleria;5
24281858;Chinchon;9
24281860;Antequera;3
24281862;Antequera;2
24281864;Miguel Seminario;4
24281865;Iquitos;21
24281867;Los Lirios;2
24281868;Amador Merino Reyna;5
24281869;De Las Casas;2
24281871;Virrey Toledo;4
24281887;La Perricholi;1
24281890;San Martin de Porres;10
24281895;Canaval y Moreyra;10
24281898;Ricardo Rivera Navarrete;14
24281900;Las Begonias;6
24281903;Chinchon;2
24281904;El Parque;2
24281906;Antequera;2
24294969;Canaval y Moreyra;11
24294980;Francisco Masias;8
24294983;Avenida Javier Prado Oeste;21
24294991;Javier Prado Este;2
24295062;AV. 2 de Mayo;18
24295065;Los Castaños;4
24295070;Roma;5
24295071;Barcelona;6
24295072;Los Laureles;3
24295073;Thomas Edison;4
24295075;Burgos;7
24295077;Guillermo Marconi;8
24295082;Luis Pasteur;3
24295084;Los Robles;1
24295085;Los Cedros;4
24295088;Manco Segundo;6
24295089;Juan Bielovicic;2
24295091;Almirante Manuel Villavicencio;9
24295096;Los Alamos;3
24295097;Tupac Amaru;2
24295099;Capac Yupanqui;1
24295104;Cadiz;5
24295136;Almirante Martin Guisse;16
24295137;Los Pinos;3
24295139;Jr. Mariscal William Miller;8
24295141;Los Olivos;1
24295142;Avenida Alvarez de Arenales;31
24295146;Jose de la Torre Ugarte;7
24295163;Los Jazmines;5
24295167;Los Geranios;4
24295168;Las Begonias;3
24295174;Los Mirtos;5
24295187;Domingo Casanova;5
24295188;Percy Gibson Moller;4
24295193;Ignacio Merino;1
24295204;Militar;10
24295214;Francisco Lazo;5
24295240;José Gálvez;21
24295244;Avenida Cuba;16
24295246;Tomás Guido;14
24295250;Mariscal Las Heras;6
24295252;Risso;8
24295254;Bernardo Alcedo;11
24295264;Av. Gral. César Canevaro;18
24295265;Jose Pardo de Zela;12
24305051;Las Orquideas;3
24305094;Jr. Emilio Althaus;11
24305223;General Córdoba;2
24305273;Joaquin Bernal;6
24305282;Jr. Gral. José Maria Cordova;3
24305286;Francisco de Zela;9
24305294;Jr. Garcillaso de la Vega;3
24305304;Jr. Jozé Pezet y Monel;5
24305315;Mama Ocllo;3
24305317;Sinchi Roca;5
24305329;Jr. Manco Segundo;1
24305339;Pachacutec;4
24305341;Sinchi Roca;2
24305342;Jr. Mama Ocllo;1
24305345;Jr. Brigadier Mateo Pumacahua;2
24305349;Pasaje Chasqui;2
24305355;Pasaje Chasqui;1
24305362;Pasaje Quilla;1
24305365;Jr. Cápac Yupanqui;8
24305370;Garcillaso de la Vega;5
24305379;Mariscal Miller;9
24305391;Avenida Edgardo Rebagliati;8
24305399;Domigo Cueto;5
24305428;Mexico;31
24305471;San Roberto;3
24306225;Jimenez;5
24306227;Punta Negra;4
24306245;Calle 4;1
24306246;Calle 3;1
24306247;Calle 2;1
24306256;Soria;1
24306267;Alberto Yabar;1
24306278;Felix Dibos;6
24306289;Juan Antonio Pezet;4
24306295;Malecon Bernales;2
24306300;Bernardo Monteagudo;6
24306309;Jose de Acosta;1
24306310;Leon de la Fuente;1
24306314;Jose de Acosta;1
24306322;Gregorio Escobedo;7
24306325;José G. Cossio;5
24306326;Juan de Aliaga;4
24306329;Carlos Baca Flor;1
24306331;Justo Amadeo Vigil;6
24306337;Trujillo;12
24306342;Miguel Soto Valle;7
24306346;Baca Flor;1
24306347;Monadante Augusto Jimenez;2
24306352;Nicanor Roca de Vergallo;9
24306361;Flora Tristan;8
24306365;Juan Nolberto Elespuru;4
24306381;Juan Manuel Polar;2
24306385;Juan Manuel Polar;2
24306424;Guardia Chalaca;1
24306464;Francisco Graña;6
24306466;Tomas Ramsey;11
24306492;Maria Parado de Bellido;2
24306499;Bonnemaison;5
24306502;Gonzales Prada;7
24306516;Antonio Raimondi;3
24306518;Malecon Miguel Grau;3
24306521;Victor Larco Herrera;13
24306524;Unanue;2
24306526;Lidio Mongilardi;1
24306538;Honorio Delgado;4
24306545;José María Eguren;2
24306553;Mariategui;2
24306554;Vallejo;2
24306555;Salazar Bondi;1
24306559;Domingo Ponte;8
24306561;Jirón Arica;6
24306573;Alonso Riquelme;10
24306580;Rodolfo Rutte;4
24306583;Jirón Rey Basadre;6
24306585;Jirón Daniel Carrión;5
24306590;Daniel Hernandez;8
24306591;Domingo Ponte;3
24306593;Rodolfo Rutte;5
24306606;Daniel Alcides Carrion;5
24306635;Víctor Larco Herrera;5
24306643;Gonzales Prada;7
24306644;Francisco Graña;3
24306648;Francisco Graña;2
24306662;Punta del Este;2
24306707;De la Policia;8
24306717;Caracas;4
24306737;Haiti;1
24306744;Santo Domingo;5
24306749;Maracaibo;1
24306755;Estados Unidos;1
24306756;Caribe;1
24306765;Diego de Almagro;13
24306768;Caracas;3
24306775;Estados Unidos;9
24306779;Araoz y Castilla;1
24306780;Los Patricios;2
24306789;Nicaragua;2
24306791;Costa Rica;2
24306795;Rio de Janeiro;8
24306827;Geronimo de Aliaga;2
24306842;Avenida Arnaldo Márquez;29
24306846;Pasaje Caracas;1
24306847;Quito;1
24306854;Caracas;2
24306855;Quito;2
24306856;Cochabamba;1
24306861;Santiago;2
24306907;Avenida General Garzon;23
24306946;San Felipe;17
24306957;Luis N. Saenz;5
24306960;Avenida Horacio Urteaga;22
24306971;Daniel Olaechea;3
24306975;Huascar;10
24306982;Giuseppe Garibaldi;3
24306989;Inca Ripac;2
24306995;Saenz;1
24306996;Huiracocha;16
24307018;Huamachuco;10
24307023;Octavio Bernal;3
24307035;Ca. Olavegoya;4
24307036;Ca. Olavegoya;5
24307044;Av. Cayetano Herida;2
24307048;Avenida Ricardo Tizon y Bueno;10
24307050;Huiracocha;1
24307071;Avenida Husares de Junin;17
24307103;Avenida Francisco Javier Mariátegui;20
24307144;Lloque Yupanqui;11
24307146;Mariscal Toribio Luzuriaga;8
24307155;Huascar;6
24307158;Diez Canseco;2
24307162;República Dominicana;5
24307193;Avenida Cuba;4
24307200;Avenida Cuba;4
24307203;Pachacutec;8
24307207;Huayna Capac;3
24307217;Cuba;10
24307224;Sinchi Roca;5
24307225;Cahuide;3
24307227;Domingo Millan;3
24307229;Mateo Pumacahua;4
24307231;Mayta Capac;1
24307235;General Santa Cruz;6
24307290;Mayta Capac;5
24307294;Mateo Pumacahua;4
24307307;Pachacutec;2
24307318;Jose Maria Plaza;4
24307324;Huayna Capac;2
24307328;General Santa Cruz;3
24307362;General Santa Cruz;3
24307372;General Canterac;5
24307396;Talara;9
24307433;Los Mogaburos;4
24307458;Rivero Ustariz;2
24307561;Avenida Cuba;17
24307567;Capac Yupanqui;4
24307569;Francisco de Zela;1
24307574;Almirante Guisse;7
24307580;General José Maria Cordova;5
24307598;Camilo Carrillo;3
24307610;Avenida Republica de Chile;6
24307623;Maximo Abril;2
24307626;Maximo Abril;2
24307635;Larrabure y Unanue;9
24307646;Ramón Dagnino;4
24307660;Natalio Sanchez;4
24307671;Coronel Pascual Saco Oliveros;5
24307868;Manuel Nicolas Corpancho;4
24315545;Malecon de la Reserva;11
24315546;Malecon de la Reserva;1
24315549;Malecon de los Franceses;4
24315608;MALECON 28 DE JULIO;1
24315662;Manuel Bonilla;2
24315663;Esperanza;3
24315666;Ernesto DIez Canseco;6
24315669;Cantuarias;4
24315670;Psj. Tello;2
24315671;Paseo de la Republica;1
24315675;Narciso de la Colina;4
24315678;Leoncio Prado;2
24315744;Bolivar;5
24315745;Psj Sucre;1
24315747;Psj. San Martin;1
24315749;Santa Isabel;4
24315751;San Fernando;8
24315753;Reducto;8
24315764;Reducto;1
24315768;Leonidas Avendanio;1
24315769;Acacias;2
24315770;Samuel Marquez;2
24315771;Retes;2
24315773;Tejada;1
24315783;28 de Julio;1
24315794;Av. 28 de Julio;6
24315805;Benavides;1
24315806;Benavides;1
24315810;OVALO LOS CABITOS;12
24315812;Benavides;1
24315813;Benavides;1
24315814;Benavides;1
24315819;Avenida Alfredo Benavides;24
24315832;Alfredo Benavides;8
24315836;Avenida Alfredo Benavides;26
24315868;Bartolome Trujillo;5
24315907;Ramon Rebeyro;2
24315940;Casimiro Ulloa;5
24315952;Roca y Bolona;13
24315984;Ortiz de Savallo;2
24315985;Fernandez;2
24315986;Jara;1
24315987;Alcocer;1
24315990;Enrique del Campo;2
24315991;Martin Dulante;1
24315992;R Trujillo;3
24315993;Bartolome Trujillo;1
24315994;Bartolome Trujillo;1
24315995;Arias Araguez;8
24315996;Franciso de Paula Ugarrize;11
24315998;San Antonio;1
24315999;Av Ricardo Palma;9
24316000;Av Ricardo Palma;8
24316010;Francisco de Castillo;7
24316013;Miota;5
24316032;Enrique del Horme;2
24316034;Dulanto;2
24316035;Sasone;3
24316062;Quebrada de Armendariz;4
24316072;Reducto;5
24316073;Reducto;1
24316078;Reducto;2
24331950;General Ernesto Montane;7
24331955;Paul Rivet;5
24331959;Genaro Castro Iglesias;13
24331960;Pedro Venturo;9
24331964;Ramon Castilla;2
24331966;Ramon Castilla;2
24331968;Lola Pardo;2
24331971;Lola Pardo;4
24331975;Manuel Almenara;10
24331977;Paul Rivet;1
24331979;Paul Rivet;1
24331985;Costa Rica;1
24331988;Guatemala;1
24331996;25 de mayo;4
24332001;Villegas;1
24332003;Angulo;1
24332007;Manuel Villaran;1
24332010;Manuel Villaran;1
24332019;Mayor Arce de la Oliva;5
24332023;Acuna;1
24332025;Cmdt. J. Roman;1
24332029;Juan Jose Calle;7
24332061;Sergio Bernales;8
24332076;Sergio Bernales;5
24332100;Victor Oleachea;4
24332104;VICTOR MAURTUA;1
24332120;Alejandro Deustua;8
24332130;Brent;2
24332162;Pacayar;2
24332171;San Lorenzo;7
24332203;San Felipe;15
24332204;Fernando Alzamora;9
24332205;Rizo Patron;2
24332210;Julian Sandoval;2
24332215;San Carlos;8
24332223;Santa Ines;4
24332224;Gomez;4
24332226;Durand;3
24332263;San Carlos;2
24332264;El Carmen;10
24332265;SANTA LUCIA;1
24332267;San Fernando;8
24332309;San Lorenzo;4
24332322;San Lorenzo;3
24332409;Del Parque Sur;25
24332414;Av. Aramburú;13
24332449;Halcones;5
24332454;los paujiles;4
24332455;las gaviotas;3
24332457;LAs Torcazas;1
24332465;c. Las Perdices;8
24332466;Negocios;2
24332531;Paseo de la República;17
24332559;las palomas;10
24332562;Las Garzas;5
24332584;Los Canarios;1
24332601;Los Fiaisanes;4
24332612;Prolongacion los Cuculies;3
24332614;Los Quetzales;2
24332616;Prol. Kiwi;1
24332618;Los Ruiseñores;2
24332657;Los Pelicanos;1
24332660;Los Gavilanes;5
24332662;Los Gorriones;1
24332678;Del Parque;4
24332682;Del Parque;4
24332689;Halcones;2
24332695;Los Tucanes;3
24332707;Los Colibries;1
24332708;Flamencos;2
24332726;c. Las Golondrinas;6
24551967;15 - Panamericana Sur;1
24551968;1S - Panamericana Sur;4
24551979;Antigua Panamericana Sur;4
25111783;Av. Santa Elvira;9
25111799;Av. Santa Elvira;14
25111821;Av. Central;17
25112316;Independencia;1
25112346;Av. Ferrocarril;27
25112361;Av. José Carlos Mariátegui;17
25112375;Rio Rimac;11
25112385;La Atarjea;3
25112389;La Atarjea;6
25112392;Los Puquiales;6
25112398;Agua Dulce;5
25112409;Rio Blanco;8
25113196;Av. Marañon;20
25113198;Av. Marañon;27
25113263;Cipianon Ruiz;2
25113269;Emilio de Los Rios;3
25113273;Blondet;7
25113283;Manuel Trelles;1
25113291;Antonio Moreno;4
25113292;Cipriano Ruiz;3
25113313;Mariano Benavides;4
25113322;Calle Miguel Ortiz;6
25113326;Aristides;4
25113329;Simon Grados;1
25113342;Pedro Helmes;6
25113347;Rio PaucarTambo;7
25113410;Rio Huaura;2
25113411;Rio Lurin;3
25113417;Tarica;2
25113427;Rio Huaura;1
25113430;Rio Chillon;2
25113431;Pedro Helmes;4
25113432;Rio Chicama;2
25113433;Rio Majes;3
25113446;Calle 1;1
25113517;Rio Urubanba;9
25113525;Rio Chicama;5
25113527;Rio Blanco;5
25113529;Rio Ucayali;1
25113530;Rio Chira;1
25113542;Rio Huaura;2
25113546;Rio Paucar Tambo;2
25113555;Tarica;3
25113558;Manuel de La Jara;12
25113578;Ramon Zavala;2
25113579;Ricardo Odonovan;2
25113581;Justo Arias;4
25113593;Piras;6
25113596;Marca;3
25113602;El Zinc;4
25113618;Av. Los Alisos;21
25113654;Gerardo Unger;5
25113705;Avenida A;18
25113708;Avenida A;13
25113715;Los Olivos;41
25113731;Av. Carlos Alberto Izaguirre;25
25113781;22 de Agosto;14
25113794;22 De Agosto;17
25113808;Av. Carabayllo;25
25113817;Maestro Peruano;9
25113820;Maestro Peruano;13
25113831;Rosa de America;9
25113859;Alfedo Mendiola;2
25113861;Los Hornos;3
25113895;1C - Ruta 1C;3
25113907;JULIO CESAR TELLO;2
25113909;JULIO CESAR TELLO;8
25113980;Alejandro Bertello Bollati;9
25113984;Elmer Faucett;1
25113992;Alejandro Bertello Bollati;13
25113998;Av. Bocanegra;16
25114000;Av. Pacasmayo;38
25114001;Av. Pacasmayo;37
25137819;Av. Mexico;19
25137853;Av. Mexico;19
25137971;25 de Enero;4
25137976;25 de Enero;5
25137993;Alfredo Mendiola;14
25138011;2 de Octubre;1
25138023;Gerardo Unger;15
25138061;San Carlos;4
25138076;Santa Angelica;4
25138104;Santa Marina;4
25138105;Santa Leonor;6
25138108;Santa Marina;4
25138111;Santa Monica;5
25138142;Rosa de America;5
25138203;San Andes;3
25138243;LIBERTAD;29
25138592;Los Escritores;3
25138594;Industrias Unidas;8
25138738;LAS GARZAS;4
25138757;LOS INGENIEROS;8
25138874;LOS ASTRONOMOS;4
25138933;LOS SANITARIOS;6
25139011;LOS AGRONOMOS;6
25139076;Las Garzas;1
25139321;Eulogio Fernandini;20
25139371;Los Portales;9
25139372;Los Portales;6
25139374;Av. Guillermo de la Fuente;17
25139376;Av. Guillermo de la Fuente;21
25139474;Av. Trapiche;22
26359375;Olaechea;11
26359406;Jorge Buckley;3
26359418;Aurelio Fernandez Concha;7
26359428;Laranaga;2
26359443;Gerobolini;3
26406792;1S - Panamericana Sur;4
26406972;Prolongacion Huaylas;7
26407080;Prolongacion Huaylas;15
26407297;Tomas Marsano;9
26407306;PACHACUTEC;20
26407451;Tomas Marsano;22
26407453;Tomas Marsano;1
26407458;Tomas Marsano;20
26411322;Paseo de la Republica;5
26411329;Jirón de la Unión;6
26411548;Av. Tomas Valle;4
26411656;Av. Panamericana Norte;9
26411759;Av. Panamericana Norte;27
26411761;Av. Panamericana Norte;1
26411773;Av. Panamericana Norte;1
26412848;Panamericana Norte;43
27455207;Henado de Magallanes;2
27455416;Ovalo Saloom;12
27455450;República de Venezuela;17
27455459;República de Venezuela;20
27455460;Gamarra;2
27455493;Plaza Tupac Amaru;9
27767529;Talara;16
27767532;Huancavelica;7
27767540;Tupac Amaru;16
27767541;Tupac Amaru;4
27767551;Circunvalacion;17
27767555;Lima;23
27767560;Calle 7;2
27767564;De la Alameda;24
27767565;De la Alameda;30
27767566;Santa Rosa;5
27767567;Santa Rosa;6
27767571;Callejon Alejandro Granda;20
27767572;Centenario;5
27767579;Paseo de la Republica;4
27767580;Ariosto Matellini;14
27767581;Ariosto Matellini;17
27767584;Guardia Peruana;9
27767592;Guardia Peruana;6
