id;distancia;velocidad;costo;paths;factor_trafico
4827820;0.3031979;70.0;0.0003937727272727272;[4827827, 4827828, 4828025, 28316968, 28317001, 28317005, 75226945, 118506027, 121289998, 172099444];7
4827822;0.0347841;70.0;0.0004969;[144954706, 157935082];6
4827827;1.4677603;70.0;0.0013978733333333334;[4827820, 4827843, 27455459, 28316933, 28316968, 42211168, 42213116, 42213129, 46490672, 77526845, 77526851, 77861291, 118632350, 126129847, 172742936, 194875158];2
4827828;1.4594333;70.0;0.0017374166666666666;[4827820, 4827843, 42211168, 42213129, 75226934, 75226937, 75226939, 75226945, 75226949, 75226952, 75226954, 75226956, 118632350, 175010881, 175010882];1
4827829;0.28552869999999997;60.0;0.001189725;[4827838, 4827844, 111888318, 111925865, 144954708, 148630600];2
4827832;0.2841521;70.0;0.0040593;[4827846, 157935083];0
4827838;0.2843093;70.0;0.0040616;[4827829, 4827844, 144954708];0
4827843;0.3781779;70.0;0.0003601533333333333;[4827827, 4827828, 11981861, 11981891, 28224174, 28815017, 28815022, 28815024, 28816099, 54830141, 77526836, 183890441, 183890444];8
4827844;0.10730020000000001;70.0;0.0007664;[4827829, 4827838, 4827847, 4827849];3
4827845;0.0974909;70.0;0.0013927;[4827846, 123815472];2
4827846;0.1098769;70.0;0.0015697;[4827832, 4827845];1
4827847;0.0980053;70.0;0.0014001;[4827844, 4827863];2
4827849;2.5211008;40.0;0.0020331451612903228;[4827844, 4827850, 27877408, 76783558, 77861283, 77861305, 77861309, 77861334, 77861357, 77861366, 89558382, 89558383, 89558402, 89558405, 89558407, 89558416, 89558418, 89558427, 89558447, 111904196, 111905247, 111908288, 111914379, 111920376, 111933555, 111937821, 111940038, 123835441, 144954714];2
4827850;0.2517225;50.0;0.0050345;[4827849];0
4827860;0.1699778;50.0;0.0011331666666666667;[111901804];3
4827863;0.1894082;70.0;0.0009019666666666666;[4827847, 30103301];3
4827876;0.44048930000000003;30.0;0.004894366666666666;[11985087, 231340874];1
4827878;0.2240904;30.0;0.0074697;[111926175, 176509343];0
4827883;0.4327494;70.0;0.0010303833333333333;[4827892, 45763046, 75039254, 75039264, 75039271, 111931918];2
4827892;0.8772707000000001;70.0;0.0011393;[4827883, 4827894, 4827895, 4827896, 30103301, 75039224, 75039235, 75039245, 75039255, 75042160, 75046498, 111880236, 176509347];2
4827894;11.3473039;70.0;0.0030019296296296297;[4827892, 4827896, 46960433, 67801625, 67801631, 67801644, 68852735, 68863211, 70196480, 70196482, 70196525, 70196528, 109831751, 110061785, 110061788, 111598031, 123834276, 170247470, 170352433, 173557909, 176509335, 176509343, 176509376, 176513331, 232074855, 239202059];0
4827895;1.7473359;60.0;0.0013867714285714285;[4827892, 75037361, 75037365, 75039241, 75039245, 75039248, 75039254, 75039258, 75039261, 75039264, 75039266, 75039267, 75039269, 75039271, 75046481, 75046485, 75046498, 111882716, 111963120, 117598402, 176509347];2
4827896;0.5347471;60.0;0.0014854166666666668;[4827892, 4827894, 75037353, 75039245, 75042158, 75042160, 75046481, 75046498, 117598402];2
4827908;0.9897963;40.0;0.0022495363636363635;[14341811, 71094122, 71094130, 71094134, 71094135, 71094137, 71094138, 71094142, 173380686, 173380687];2
4827909;1.5955394;120.0;0.0014773666666666667;[4828743, 4831299, 25113196, 25113198, 25113517, 26411773, 61732252];1
4827926;1.9202227;120.0;0.0026669666666666665;[4832777, 11985087];0
4827929;0.2195463;120.0;0.00091475;[44114125, 123834279, 173523132];1
4827937;2.0102742;60.0;0.0014567304347826088;[4832976, 71069646, 71069648, 71070222, 71070225, 71070233, 71070239, 71070641, 71070642, 71070648, 71075338, 71075346, 111883323, 111892790, 111909194, 111935573];2
4827949;1.4756507;120.0;0.0020495333333333332;[4832777, 100610361, 122375947, 122375973];0
4827951;0.2162641;120.0;0.0018022;[30103220, 100610362];0
4828013;1.3980651;60.0;0.0017924076923076923;[77861283, 77861292, 77861309, 89558427, 91568603, 111887743, 111903511, 111907851, 111921456, 111923013, 111933198, 130147857, 157935083, 160393810, 160393812];1
4828021;0.6233685;60.0;0.00207788;[75226934, 75226949, 75226952, 75226957, 157935082, 173172199, 173273823];1
4828025;3.7185087;70.0;0.0025296095238095235;[4827820, 28316972, 28316983, 53833408, 76560274, 77861276, 77861292, 77861309, 77861315, 77861339, 91568629, 91568638, 91568690, 111964471, 121289996, 144954707];1
4828026;0.2179004;70.0;0.0010376333333333334;[53718102, 53718104, 180067384, 180528457];2
4828352;0.5463999;60.0;0.0015177666666666666;[67654384, 68861142, 68861143, 68861146, 111883509, 173523130, 239202057];2
4828405;0.7532069;60.0;0.0013948333333333332;[4828411, 4828501, 68863220, 68863221, 70601040, 111893360];2
4828407;3.2729082;70.0;0.002125268181818182;[4832984, 38298425, 70649215, 70807363, 70810351, 71213444, 111884382, 111894414, 111896677, 121371424, 121371526, 121371727, 121372075, 121372314, 162154151, 173665899, 246410999];1
4828408;2.0142538;40.0;0.002962135294117647;[70601029, 70601035, 70601037, 70601042, 70601043, 70601819, 70601824, 70605457, 181372231, 181373897];1
4828411;1.611844;40.0;0.005756585714285715;[4828405, 68863222, 181373897];0
4828501;2.3510034;30.0;0.0041245684210526315;[4828405, 53399307, 68863220, 68863222, 70601034, 70601817, 70601818, 70605460, 70625601, 111885785, 118276314, 181373897, 181374490, 207873079];1
4828731;0.6307449;70.0;0.002252675;[4832881, 4832882, 25113831];1
4828738;0.6676565;70.0;0.0031793;[25113831, 115610885, 201624512];0
4828743;2.462578;70.0;0.00351797;[4827909, 4831299, 4832984, 38298425, 61732248, 61732252, 115610889, 115610950, 124345503, 173719378];0
4828763;3.2662364;70.0;0.0021209318181818182;[4832972, 4832984, 38298425, 70807363, 70809342, 70810351, 70810356, 70817715, 70817718, 70817724, 70817726, 71213444, 111884382, 111894414, 111896677, 121371424, 162154151, 173665899, 246410999];1
4828802;1.5225467;60.0;0.001268785;[4831287, 4832968, 25113998, 111908350, 121371349, 121371574, 121371625, 121371694, 121371743, 121371797, 121371878, 121372017, 121372180, 164241746, 164244343, 246935554, 246935558];2
4831287;2.0768366;60.0;0.0014422458333333335;[4828802, 4832968, 4832984, 38298425, 53399305, 61732252, 70639031, 70646978, 111923190, 111949846, 121371407, 121371434, 121371513, 121371854, 121371896];2
4831299;3.083583;60.0;0.0013177717948717948;[4827909, 4828743, 4832968, 25113196, 25113198, 25113273, 25113313, 25113326, 25113342, 25113618, 26411656, 53399305, 70656262, 70659776, 70661663, 70668473, 70674518, 70677435, 111880820, 115576262, 115610764, 115610930, 115626751, 115626764, 115626788, 181374428];2
4831340;2.5359111;60.0;0.001921140909090909;[4832980, 25113998, 29874531, 121371349, 121372160, 121372243, 130772859];1
4831347;0.46182429999999997;60.0;0.001924275;[27945261, 49508403, 49510423, 49532769, 111970071];1
4831356;3.451284;60.0;0.002739104761904762;[4832972, 25113998, 36777372, 46961185, 46961196, 46961218, 46961237, 46961280, 71283637, 71283653, 71283667, 71283670, 71283671, 71284712, 71284714, 111958270, 121371349, 127435721, 130772848, 164105524, 173665899];1
4831386;2.0002641;60.0;0.0025644307692307693;[4832976, 71069646, 71075422, 71075427, 71094134, 71094135, 71094140, 71094142, 111909194, 111935573, 123834278, 123835421];1
4831397;2.0474098;60.0;0.0021327125;[14341811, 71094118, 71094119, 71094120, 71094121, 71094126, 71094131, 71094132, 71094137, 71094138, 71094142, 71094144, 75032315, 75032848, 111892251, 111937419, 111954794];1
4831400;1.8205164;60.0;0.001596942105263158;[71085180, 71089911, 71089912, 71089913, 71089933, 71089943, 71095740, 71095746, 71095796, 71095801, 71185495, 71187245, 71187507, 71197448, 71284937, 121372561, 130772848, 130856945, 163147882, 173426388];2
4832777;0.1997562;120.0;0.0016646;[4827926, 4827949];0
4832854;1.1841001;70.0;0.0016915699999999999;[44366482, 169399535, 169399554];1
4832866;0.2265693;30.0;0.0075523;[4832867];0
4832867;1.7052857;70.0;0.00162408;[4832866, 24252777, 24252780, 24252786, 28707264, 28798001, 44364379, 44364645, 75223312, 75223322, 75223332, 111924331, 111925884, 111931271, 126587263, 151316320, 172098498, 187984508];1
4832868;0.2251681;30.0;0.0075056;[75037344, 129897454];0
4832881;2.7446255;60.0;0.0032674071428571427;[4828731, 4832890, 4832984, 25113817, 25113820, 25137819, 25137853, 114396067, 114396083, 114396089];0
4832882;2.7730006;60.0;0.00462166;[4828731, 4832890, 4832984, 25113817, 25113820, 25137819, 25137853, 114396067, 114423697];0
4832890;6.7318922;70.0;0.0017173142857142855;[4832881, 4832882, 25111783, 25111799, 25113781, 25113794, 25137819, 25137853, 25138142, 25139374, 25139376, 38298425, 46960374, 110061785, 110061788, 111598026, 111598031, 111598134, 111699378, 111699415, 173557908, 173557909];1
4832968;2.0724963;60.0;0.001727095;[4828802, 4831287, 4831299, 4832984, 38298425, 53399305, 121372274, 121372334, 121372361];1
4832972;5.3083264;70.0;0.0029166730769230767;[4828763, 4831356, 4832984, 4832991, 25114000, 25114001, 43603009, 43603162, 46961280, 70807365, 70810351, 70817724, 71213444, 111910992, 121371352, 123684000, 130772859, 130987816, 133436880, 148645337, 173426388, 173519765, 229815308, 246410999];0
4832976;0.2097494;70.0;0.00037455;[4827937, 4831386, 4832984, 4832991, 44114129, 130772856];8
4832980;4.3310731;70.0;0.0018749242424242424;[4831340, 25113715, 25113731, 25113992, 25114000, 25114001, 36777372, 53392827, 71217000, 115610796, 115610930, 121371352, 124493333, 124523524, 148640433];1
4832984;15.1875934;70.0;0.0019032078947368422;[4828407, 4828743, 4828763, 4831287, 4832881, 4832882, 4832968, 4832972, 4832976, 25111783, 25111799, 25113196, 25113198, 25113618, 25113781, 25113794, 25113831, 25137819, 25137853, 25139374, 25139376, 43603009, 53399305, 70674518, 70677435, 71071755, 71071757, 71074931, 71075323, 71075327, 71075337, 71075340, 71094110, 71094111, 71094115, 71094301, 71094303, 75032317, 75032320, 75032323, 75032324, 110061785, 110061788, 110061965, 111598026, 111598031, 111699378, 111699415, 111821233, 111969437, 114396102, 115610764, 115610930, 115610957, 130987720, 148645337, 173557909, 173665899, 181374428];1
4832991;2.7529921;70.0;0.0014045892857142857;[4832972, 4832976, 38298425, 43603009, 71075960, 71082271, 71082274, 71094110, 71094301, 71094303, 71186717, 71186720, 71208207, 71210345, 111940091, 130774484, 148645337, 173410507, 173665899];2
11979291;1.4369589999999999;40.0;0.0025659999999999997;[24266985, 24267077, 24267080, 24267116, 24267118, 24267123, 24267127, 24267129, 24267148, 24267170, 111898075, 118976212, 129197970];1
11979547;0.3736367;60.0;0.0012454599999999999;[118976212, 129281464, 129281465, 129377286, 154081152];2
11979621;1.0793968;60.0;0.00179897;[11989273, 11989455, 14103104, 14103110, 23979521, 24252095, 24252120, 24252809, 24252811, 24252814, 24266516, 24266526, 24266605, 24266644, 47028443, 70134760, 129822395];1
11979631;0.6469769000000001;40.0;0.0053914666666666665;[24281895, 35068944, 111936707, 129466112];0
11979694;0.4377229;60.0;0.0018238500000000001;[11986252, 11986321, 11989209, 24252309, 24252315, 28798134, 129822361];1
11980143;0.4498535;40.0;0.0022492600000000003;[14096352, 14096487, 14342260, 111936195, 118976212, 118976213];2
11980154;0.1056491;40.0;0.0026412;[14096352, 118976213];1
11980165;0.27582039999999997;40.0;0.0022984999999999998;[14096352, 14096487, 118976212, 118976213];2
11980238;0.0961082;40.0;0.0024027;[14096352, 118976213];2
11980258;0.5689518;40.0;0.002370633333333333;[11986252, 11988547, 14096352, 14342251, 14342260, 111956904, 118976213, 119213499];2
11980556;1.125274;40.0;0.00281319;[14096352, 14096487, 24267116, 24267118, 24267123, 24267127, 24267129, 24267148, 24267170, 118976212, 118976213];1
11980676;1.608747;40.0;0.00201093;[11980702, 11988547, 14096352, 14096487, 14342260, 24267077, 24267116, 24267118, 24267123, 24267124, 24267127, 24267129, 24267137, 24267148, 24267170, 111898075, 111917159, 118976212, 118976213];2
11980702;0.3023307;40.0;0.0018895499999999998;[11980676, 14342260, 24281795, 111933902, 111965333];2
11980717;0.2891105;40.0;0.001806925;[11986252, 11988547, 14342251, 14342260, 111936195];2
11980743;0.4669773;40.0;0.0014593;[11986252, 11986321, 11988580, 14342251, 24281818, 24281844, 129822361];3
11981788;0.510074;60.0;0.0014168666666666667;[12561540, 14073918, 14074399, 14074486, 14074512, 14074529, 14386828, 24315545, 24315794, 129466113];2
11981820;0.2141917;60.0;0.0035699;[117755714];0
11981861;0.5198351999999999;70.0;0.00148524;[4827843, 40997523, 42215043, 77526831, 172099441];1
11981891;0.5283336;70.0;0.0015095199999999999;[4827843, 11985886, 40997523, 42215043, 172099441];1
11985087;3.1216652000000003;120.0;0.00260137;[4827876, 4827926, 44114128, 111879741, 118224355, 123815475, 231972693];0
11985865;9.062728400000001;80.0;0.006293561111111111;[24252389, 35068824, 64255193, 111935502, 129377285];0
11985886;9.213455100000001;80.0;0.005234922727272728;[11981891, 19070118, 24315671, 28798076, 34111634, 64255198, 111888101, 163519811, 198561213];0
11986252;2.877459;60.0;0.0017762111111111112;[11979694, 11980258, 11980717, 11980743, 11986518, 11989209, 14342431, 23979521, 24252020, 24252044, 24252048, 24252049, 24252064, 24252072, 24252074, 24252077, 24252255, 24252315, 24252610, 24252761, 24281795, 24281800, 24281858, 33783832, 33783846, 46227646, 111915221, 119129515, 129281463, 129822393, 129822396, 129822401];1
11986321;2.8892555;60.0;0.0014592181818181818;[11979694, 11980743, 11986518, 11988566, 24252020, 24252044, 24252048, 24252049, 24252064, 24252072, 24252077, 24252255, 24252261, 24252274, 24252315, 24252395, 24252610, 24252674, 24252761, 24281830, 24281836, 24281858, 24281862, 24315675, 33783832, 33817340, 33817352, 33817387, 33817406, 33817596, 33817614, 33817650, 33817669, 46227648, 111949909, 119129515, 129256803, 129281463, 129822393, 129822401];2
11986518;0.1630917;60.0;0.00038831428571428574;[11986252, 11986321, 11986778, 12561310, 14342450, 24252395, 24252817, 129466113];9
11986778;0.6062672;60.0;0.0016840666666666667;[11986518, 24252372, 24252819, 24315832, 33783718, 37614654, 111937886, 129466111];2
11987056;1.389064;60.0;0.001780846153846154;[24266528, 24266531, 24266535, 24266542, 24266556, 24266583, 24266584, 24266589, 24266590, 24266597, 24266686, 24266688, 24266695, 24266790, 70134012, 117125404];1
11987159;0.8887281;60.0;0.0018515250000000001;[14073892, 14073942, 14074051, 14343873, 23804596, 24315549, 24315753, 28798134, 37749666, 39441948, 129466111, 129466113];1
11988366;1.2618926;60.0;0.0019119727272727273;[11988370, 24266786, 24266855, 24266861, 24266898, 24267010, 24267013, 24267015, 24267031, 24267032, 24306289, 116868107];1
11988370;0.833834;40.0;0.002316211111111111;[11988366, 24266736, 24266751, 24266754, 24266758, 24266759, 116868107, 118976212];2
11988505;0.1432738;40.0;0.0035818;[24281795, 118976213];1
11988547;0.5658578000000001;40.0;0.00282928;[11980258, 11980676, 11980717, 33783780, 111925419, 111927123, 162065785];1
11988566;0.22064129999999998;40.0;0.002758;[11986321, 129822361];1
11988580;0.718711;40.0;0.0022459625;[11980743, 11988611, 24281830, 24281836, 24281858, 24281865, 24281890, 129822382];2
11988611;0.4547157;40.0;0.0018946500000000001;[11988580, 24281818, 24281844, 28798134, 111949909, 129822361];2
11989209;0.8972042;60.0;0.0021362142857142856;[11979694, 11986252, 11989273, 14342251, 24252074, 24252077, 24252082, 24252086, 24252088, 24252166, 24252176, 24252315, 33783780, 119213498];1
11989273;0.291663;60.0;0.0006944571428571429;[11979621, 11989209, 14096352, 14342452, 33783495, 47028454];4
11989414;0.2381924;60.0;0.00039698;[14342450, 14342470, 19070525, 19071516, 24252815, 24252816, 24252817, 24252832, 24252846, 70134760];8
11989455;0.2189545;60.0;0.0004054555555555556;[11979621, 19071179, 19071516, 24252846, 24266700, 24266702, 24266790];8
12561291;0.3991009;60.0;0.0013303599999999998;[12561298, 12561317, 14074758, 23843771, 24252591, 33231718, 129822366];2
12561298;0.040715;60.0;0.0006786;[12561291, 24252394, 24252586];5
12561310;0.3085849;60.0;0.0017143666666666667;[11986518, 24252391, 28798134, 37749666, 129822361];1
12561317;0.25022679999999997;60.0;0.0020851999999999997;[12561291, 14074758, 23843770, 24315952, 33232480, 33233041];1
12561318;0.38826330000000003;60.0;0.00161775;[14074758, 23843771, 24252390, 24252591, 33231718, 33782799, 111898821];2
12561540;1.0839295;40.0;0.003387275;[11981788, 14073402, 14073892, 14073926, 14073942, 14343873, 23804596, 24315549, 163147854];1
12561875;0.3568586;40.0;0.0022303749999999997;[14074399, 14074486, 14074512, 14343851, 14386828, 24315545, 32944209];2
14073402;0.3521026;40.0;0.0017605200000000002;[12561540, 14074399, 14386816, 24315753, 24315764, 24315783, 163147854, 202466063, 243364008];2
14073892;0.8960466;50.0;0.001629181818181818;[11987159, 12561540, 14073918, 14073926, 14073934, 14074399, 14074486, 14074529, 14074592, 24252372, 24315545, 24315832, 111937886];2
14073918;0.4239438;60.0;0.00176645;[11981788, 14073892, 14073926, 14073942, 24315549, 24315794, 129466113];1
14073926;0.5654262;40.0;0.00235595;[12561540, 14073892, 14073918, 14073934, 14074399, 14074486, 14074529, 14074592, 111961708];2
14073934;1.02145;40.0;0.00255362;[14073892, 14073926, 14073942, 14343873, 23804596, 24315549, 24315745, 24315747, 24315753, 37749666, 111961708, 129466113];2
14073942;0.7690757;40.0;0.0021363333333333334;[11987159, 12561540, 14073918, 14073934, 14074399, 14074486, 14074529, 24315545, 24315832, 40389120];2
14074051;0.2671603;40.0;0.001669775;[11987159, 24252372, 24315666, 24315832];3
14074056;0.3581737;40.0;0.00179086;[14074758, 24315868, 33231718, 33232585, 33782799, 39441684, 111890102];2
14074399;1.0623906;40.0;0.002213325;[11981788, 12561875, 14073402, 14073892, 14073926, 14073942, 14074592, 14343873, 23804596, 24315549, 24315749, 24315751, 117125403, 163147854];2
14074486;1.0111348;40.0;0.00252784;[11981788, 12561875, 14073892, 14073926, 14073942, 14074592, 14343873, 24315749, 24315751, 117125403, 163147854];2
14074512;0.4850256;40.0;0.0020209333333333335;[11981788, 12561875, 14343873, 24315749, 24315751, 37614650, 163147854, 202466063];2
14074529;0.4412163;40.0;0.0036767999999999996;[11981788, 14073892, 14073926, 14073942];1
14074592;0.27338779999999996;40.0;0.00341735;[14073892, 14073926, 14074399, 14074486];1
14074758;0.2656745;60.0;0.0007379999999999999;[12561291, 12561317, 12561318, 14074056, 14074796, 14074831, 33232472, 33233041, 164369147];4
14074796;0.279362;40.0;0.0023279999999999998;[14074758, 24252586, 33231718, 33232585, 33782799];2
14074831;0.2807235;40.0;0.0023393666666666666;[14074758, 33231718, 33232585, 33782799, 39441587];2
14076594;0.6691081;30.0;0.0223036;[49449869, 49796724];0
14076698;0.4553708;70.0;0.000813175;[27925398, 27925399, 27925400, 43476885, 43476929, 49734864, 70187320, 101600571, 180067378];3
14076940;0.7739066;40.0;0.0021497444444444442;[14076942, 14076943, 14077002, 14077276, 14077338, 14077377, 27945277, 27945286, 32482206, 32482211, 49521475, 101600571];2
14076942;0.4704284;40.0;0.0019600999999999998;[14076940, 14077076, 32482188, 32482207, 37122077, 49734725, 49734864, 49734868];2
14076943;0.7753477;40.0;0.00193837;[14076940, 14077076, 27925400, 27925470, 27925478, 27945286, 32482188, 32482207, 37122026, 49734725, 49734864];2
14077002;0.9143441999999999;40.0;0.00228585;[14076940, 14077076, 14077276, 27945286, 32482207, 37122026, 37122069, 37122071, 37122077, 49733998, 49734725, 49734868];2
14077076;0.9596929;40.0;0.0019993583333333333;[14076942, 14076943, 14077002, 14077168, 14077276, 14077338, 14077377, 27945277, 32482198, 37122081, 37122082, 49521475, 49533230, 101600571];2
14077168;0.1672706;40.0;0.0020909;[14077076, 49734725, 49734868];2
14077276;0.9281001;40.0;0.0019335583333333333;[14076940, 14077002, 14077076, 27945286, 32482188, 32482207, 37122026, 37122069, 37122071, 49521475, 49733998, 49734725, 49734864];2
14077338;1.2008113;40.0;0.0020013466666666665;[14076940, 14077076, 27925400, 27925470, 27925478, 27945286, 32482188, 32482207, 37122026, 37122069, 37122071, 49521475, 49733822, 49733998, 49734725, 49734864];2
14077377;1.0301596;40.0;0.0023412818181818185;[14076940, 14077076, 27945258, 27945286, 32482188, 32482207, 37122026, 37122071, 49733822, 49733998, 49734725, 49734864];2
14096352;1.502537;40.0;0.0018781849999999999;[11980143, 11980154, 11980165, 11980238, 11980258, 11980556, 11980676, 11989273, 14103088, 24252166, 24252176, 24252187, 24252252, 24281794, 111924554, 119213499];2
14096487;0.8951129;40.0;0.0027972375;[11980143, 11980165, 11980556, 11980676, 24252176, 24252252, 119213499];1
14103088;0.5434872;40.0;0.00271742;[14096352, 14103104, 14103110, 47028454, 129822395];1
14103104;0.562756;40.0;0.002009842857142857;[11979621, 14103088, 24252172, 24266606, 24266709, 47028443, 47028522, 116868111];2
14103110;0.5424111;40.0;0.00271206;[11979621, 14103088, 24252120, 24252172, 24266606, 24266621, 47028522, 116868111];1
14175423;3.3913752;70.0;0.0034605928571428573;[27767571, 27945317, 27945318, 28185157, 28185170, 31274161, 36032765, 36035314, 47836771, 49508403, 49521475, 111933089, 121289999];0
14341802;0.8863742;40.0;0.0024621666666666663;[14341811, 71094131, 71094132, 71094135, 71094137, 71094138, 71094142, 71094144, 111892251];2
14341810;0.9494929;40.0;0.0021579363636363637;[14341811, 71094131, 71094132, 71094137, 71094138, 71094142, 71094144, 75033810, 111964737, 123835422];2
14341811;0.5231958999999999;40.0;0.0011890818181818181;[4827908, 4831397, 14341802, 14341810, 44114123, 75032317, 75032318, 75032328, 75032426, 75032427, 111951840];4
14342251;0.5461039;40.0;0.003413175;[11980258, 11980717, 11980743, 11989209, 24252074, 111925419, 129822396];1
14342260;0.6956058;40.0;0.0021737875;[11980143, 11980258, 11980676, 11980702, 11980717, 24281795, 24281799, 111914208, 111965333, 129281463];2
14342367;0.4816057;40.0;0.0020066999999999997;[24281858, 24281860, 24281867, 24281890];2
14342431;1.1222772;40.0;0.0025506454545454545;[11986252, 14342452, 23804813, 23804816, 23843773, 24252105, 24252169, 24252814, 33783335, 33783495, 33783535, 33817362];2
14342450;1.1384312;60.0;0.001724909090909091;[11986518, 11989414, 14342452, 19070397, 19070444, 19071223, 24252821, 24252822, 24252827, 33783335, 33783495, 33783509, 33783535, 33783718, 33783721, 33783824, 67701598];1
14342452;0.9306464;60.0;0.0011931461538461539;[11989273, 14342431, 14342450, 23979521, 24252095, 24252120, 24252761, 24252809, 24252810, 24252811, 24252812, 24252817, 33783509, 33783846, 47028443, 129822342, 129822387];2
14342470;0.27246349999999997;40.0;0.00340575;[11989414, 19071223, 24252827, 168285434];1
14342476;0.1659737;40.0;0.0013831;[24252291, 24252583, 33783832, 37749666, 129822361, 129822393];3
14343851;1.0425673;40.0;0.00521284;[12561875, 14343873, 14386675, 24315545, 32944209, 34110280, 34110301, 202466063];0
14343873;1.4875209;40.0;0.0024791933333333334;[11987159, 12561540, 14073934, 14074399, 14074486, 14074512, 14343851, 14386828, 24252372, 24315663, 24315666, 24315669, 24315744, 24315794, 24315832, 32944209];2
14386583;0.31250120000000003;40.0;0.00195315;[14386828, 24315751, 32944209, 34110280, 163147854];2
14386631;0.0728427;40.0;0.0018211;[37614651, 243364007];2
14386675;0.3747577;40.0;0.002342225;[14343851, 14386828, 24315751, 32944209, 34110280];2
14386726;0.23564639999999998;40.0;0.0019637;[24316072, 37614651, 202466064, 243364007];2
14386816;0.5055607;40.0;0.0021065000000000003;[14073402, 14386828, 24315768, 37614649, 37614650, 37614651];2
14386828;0.8670257;60.0;0.0016055888888888887;[11981788, 12561875, 14343873, 14386583, 14386675, 14386816, 24315545, 24315749, 163147854, 202466063];2
14387120;2.3416286;70.0;0.005575316666666667;[19070118, 24316062, 38748370, 129466111];0
16628936;0.8187682000000001;40.0;0.0022743555555555556;[24295142, 24295240, 40997524, 45763332, 129490558, 129822361];2
16629110;0.2297326;40.0;0.0019144666666666666;[24295142, 24305379, 24305391, 111942067, 118793922];2
16629194;0.050306;40.0;0.0012577;[24267032, 24305339, 152762228];4
16629237;0.9443573000000001;40.0;0.001967416666666667;[24281865, 24295142, 24295214, 24295240, 24305471, 40997524, 45763332, 111932956, 118793923, 129402135, 129490558, 129822361, 153125088, 163519810];2
17482584;1.2746394;40.0;0.002655491666666667;[30103058, 111899597, 111910219, 111915576, 111918648, 143487639];1
17503330;1.3973556;60.0;0.001293838888888889;[40990993, 67654208, 119573456, 173986882];2
17503331;0.4461057;60.0;0.0012392;[68543255, 111885400, 116948908, 116948936, 116948952, 116948985, 173679259, 186793686];2
17503365;0.1712941;40.0;0.00214115;[173986884];2
17576094;3.4366071;40.0;0.002684846875;[111889156, 111932117, 143487600];1
17580114;0.7848413999999999;40.0;0.0024526375;[111932310];2
17622428;3.7219167;70.0;0.005907811111111111;[28796851, 28796858, 34188598, 151304566];0
17624222;6.2720515;60.0;0.004751554545454545;[28798554, 111887136, 111897907, 111917435, 111926390, 111926715, 111934749, 111951534, 111957521, 162780434, 173837345, 183627197];0
19070118;1.2777924999999999;70.0;0.004563525000000001;[11985886, 14387120, 38748293];0
19070256;0.3753847;40.0;0.00234615;[19070308, 19070397, 19070444, 117125404];2
19070275;0.3459657;40.0;0.0021623;[19070308, 19070397, 19070444, 117125404];2
19070302;0.2801416;40.0;0.0005836166666666667;[19070308, 19070449, 19070497, 33783824];9
19070308;0.37776139999999997;40.0;0.0018888;[19070256, 19070275, 19070302, 24315546, 33783323, 37614654, 117125404];2
19070316;0.7276929;40.0;0.002598885714285714;[19070397, 19070444, 19071179, 19071223, 24252826, 33783824, 117125404];1
19070397;0.8023928;40.0;0.002507475;[14342450, 19070256, 19070275, 19070316, 19070449, 19071125, 33783323, 33783335, 37614654];2
19070430;0.1040753;40.0;0.0013009;[19070444, 24252821, 37614654];4
19070444;0.6542922;40.0;0.0018174666666666665;[14342450, 19070256, 19070275, 19070316, 19070430, 19070449, 19071125, 24252819, 24252824];2
19070449;0.1687108;40.0;0.00210885;[19070302, 19070397, 19070444];2
19070497;0.2818276;40.0;0.0023485666666666666;[19070302, 19071179, 24252826];2
19070525;0.2607289;40.0;0.002172733333333333;[11989414, 19071125, 19071179];2
19071125;1.2156026;40.0;0.0020260066666666667;[19070397, 19070444, 19070525, 19071179, 19071223, 24252821, 24252825, 24252826, 24252829, 24252833, 24252835, 24252838, 33783509, 33783824, 37614654, 67701598, 168285434];2
19071179;0.6454596;40.0;0.0014669636363636364;[11989455, 19070316, 19070497, 19070525, 19071125, 19071223, 24252833, 24252835, 24252838, 24252839, 33783589, 117125404];3
19071223;0.4596802;40.0;0.002873025;[14342450, 14342470, 19070316, 19071125, 19071179, 33783535];1
19071516;0.2229911;60.0;0.0012388333333333333;[11989414, 11989455, 24252848, 33783589];2
19072144;0.816792;40.0;0.0022688555555555553;[24306561, 28224174, 28815869, 28815881, 33471236, 47519113, 47596910, 47596914, 47596915, 50296162, 111891285, 115410018];2
19072150;0.4791355;40.0;0.001996383333333333;[24266599, 24266790, 24306518, 24306561, 24306573, 32874210, 32874211];2
19072193;0.1851059;60.0;0.0004407142857142857;[28815869, 28815877, 28815881, 28815951, 47596909, 121023250, 129197982];8
23804596;0.9858377;40.0;0.0022405363636363636;[11987159, 12561540, 14073934, 14074399, 24252372, 24315666, 24315744, 24315794, 24315832, 111928833, 111937047, 163147854];2
23804800;0.2444146;40.0;0.0030552;[118793922, 163519810];1
23804809;0.5160234;40.0;0.00258012;[24252801, 24252802, 24252803, 26411329, 28707263];1
23804813;1.0519371;40.0;0.00262985;[14342431, 23843773, 23979521, 24252020, 24252044, 24252049, 24252268, 24252610, 24252761, 24252817, 33783846, 119129515, 129822401];1
